Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,6.4403300285339355,6.695000171661377,15.609803199768066,23.254056930541992,0.4238836169242859,6.455075825369143,6.83050012588501,15.678544409230243,23.36675804792094,0.42686387216451915,6.391277552762015,6.6570000648498535,15.547290223878424,22.98357310237455,0.4151721121177399,6.422875746236436,6.8125,15.614784268007728,23.006113899079324,0.42434211142384015,493729600,151998000,78169752,38409100,800204000
2010-01-05,6.451465129852295,6.734499931335449,15.54106330871582,23.26156234741211,0.4300733208656311,6.48787840981577,6.77400016784668,15.636951722017164,23.366751268443092,0.4346583197995639,6.417458990809972,6.5904998779296875,15.480044272193602,23.02113298460765,0.42227880628069586,6.458085872315779,6.671500205993652,15.620513626953805,23.1789156496181,0.42227880628069586,601904800,177038000,120067812,49749600,728648000
2010-01-06,6.348846912384033,6.612500190734863,15.149293899536133,23.118818283081055,0.43282440304756165,6.477045767122851,6.736499786376953,15.587638382126233,23.351734149650884,0.43374139208989543,6.342226169002906,6.582499980926514,15.101972798128717,22.930982583218007,0.4257176423188324,6.45146602403412,6.730000019073486,15.587638382126233,23.201465016531383,0.42984414766684437,552160000,143576000,158988852,58182400,649168000
2010-01-07,6.337109088897705,6.5,14.796625137329102,22.878387451171875,0.4243420362472534,6.379842571822461,6.616000175476074,15.192630536593148,23.066223139824938,0.4323658115473499,6.2910660382072985,6.440000057220459,14.760512389517482,22.683038163003985,0.4211325479902139,6.372319000569361,6.600500106811523,15.177686381465573,23.013627943221117,0.43053180654529205,477131200,220604000,256315428,50559700,547792000
2010-01-08,6.379240036010742,6.676000118255615,14.993880271911621,23.03616714477539,0.42525917291641235,6.3798423234804025,6.684000015258789,15.024513652181563,23.20146202342483,0.4282394284731641,6.291367539745052,6.451499938964844,14.672343200887997,22.720603152391927,0.4183816727064113,6.328682844536467,6.5279998779296875,14.74432191587332,22.75065754836772,0.42090340638615775,447610800,196610000,188783028,51197400,478168000
2010-01-11,6.322968006134033,6.515500068664551,14.971217155456543,22.74314308166504,0.4192986786365509,6.409938106927058,6.639999866485596,15.054651955218802,23.111300819887514,0.4293856957467712,6.273012280593859,6.4604997634887695,14.795131439788745,22.630441967200596,0.41333816728374995,6.403919247996197,6.63100004196167,15.054651955218802,23.073732826351083,0.42755169015138955,462229600,175588000,288227484,68754700,556612000
2010-01-12,6.251041412353516,6.367499828338623,14.706465721130371,22.59287452697754,0.40508514642715454,6.3127338927434735,6.491000175476074,14.897743301517414,22.84081755810056,0.4147136687486734,6.211920047406048,6.327499866485596,14.644698765179598,22.47265981086168,0.39637364054655777,6.295278805728234,6.44950008392334,14.885041007750196,22.65298188503547,0.41310892413800593,594459600,181926000,193937868,65912100,627432000
2010-01-13,6.3392157554626465,6.45550012588501,14.622035026550293,22.80324935913086,0.41058704257011414,6.347642155354666,6.485499858856201,14.654163298564356,22.930977664965376,0.4119625531633763,6.1421034098672385,6.287499904632568,14.293525580763735,22.547792747461823,0.39201778620481975,6.255556454799051,6.394999980926514,14.358031747702928,22.73562840703774,0.40783604871233875,605892000,214464000,259604136,51863500,508868000
